column_name,na_num,unable_fill_na,na_rate,unable_fill_na_rate,file
單價元平方公尺,0,0,0.0,0.0,group0_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group0_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group0_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group0_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group0_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group10_DIST.csv
單價元平方公尺,5,0,0.04,0.0,group10_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group10_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group10_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group10_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group1_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group1_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group1_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group1_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group1_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group2_DIST.csv
單價元平方公尺,3,0,0.03,0.0,group2_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group2_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group2_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group2_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group3_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group3_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group3_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group3_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group3_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group4_DIST.csv
單價元平方公尺,2,0,0.02,0.0,group4_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group4_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group4_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group4_DIST.csv
單價元平方公尺,6,0,0.05,0.0,group5_DIST.csv
單價元平方公尺,24,0,0.21,0.0,group5_DIST.csv
單價元平方公尺,3,0,0.03,0.0,group5_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group5_DIST.csv
單價元平方公尺,7,0,0.06,0.0,group5_DIST.csv
單價元平方公尺,2,0,0.02,0.0,group6_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group6_DIST.csv
單價元平方公尺,2,0,0.02,0.0,group6_DIST.csv
單價元平方公尺,35,0,0.3,0.0,group6_DIST.csv
單價元平方公尺,25,0,0.21,0.0,group6_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group7_DIST.csv
單價元平方公尺,3,0,0.03,0.0,group7_DIST.csv
單價元平方公尺,4,0,0.03,0.0,group7_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group7_DIST.csv
單價元平方公尺,5,0,0.04,0.0,group7_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group8_DIST.csv
單價元平方公尺,39,0,0.33,0.0,group8_DIST.csv
單價元平方公尺,9,0,0.08,0.0,group8_DIST.csv
單價元平方公尺,1,0,0.01,0.0,group8_DIST.csv
單價元平方公尺,14,0,0.12,0.0,group8_DIST.csv
單價元平方公尺,5,0,0.04,0.0,group9_DIST.csv
單價元平方公尺,19,0,0.16,0.0,group9_DIST.csv
單價元平方公尺,2,0,0.02,0.0,group9_DIST.csv
單價元平方公尺,2,0,0.02,0.0,group9_DIST.csv
單價元平方公尺,0,0,0.0,0.0,group9_DIST.csv
